X(E/m),Y(N/m)
330331.881993196322583,4156682.931429742369801
330331.861601820099168,4156682.798639249987900
330331.860241531278007,4156682.732063476461917
330331.850045844039414,4156682.665668230969459
330331.829427754390053,4156682.521781776566058
330331.819232066744007,4156682.455386530142277
330331.817645062925294,4156682.377714795526117
330331.807449375046417,4156682.311319548636675
330331.806089085992426,4156682.244743776973337
330331.795893398055341,4156682.178348530083895
330331.776862311002333,4156682.112133811227977
330331.775502021715511,4156682.045558038633317
330331.765079616277944,4156681.968066829256713
330331.754883930087090,4156681.901671583298594
330331.744688239181414,4156681.835276337340474
330331.734265835606493,4156681.757785129360855
330331.713874457753263,4156681.624994636513293
330331.703678768652026,4156681.558599391952157
330331.683287390158512,4156681.425808898173273
330331.662896011082921,4156681.293018407654017
330331.652700321399607,4156681.226623161230236
330331.651340031530708,4156681.160047388169914
330331.632082226627972,4156681.082736708223820
330331.621886534267105,4156681.016341461334378
330331.601495153736323,4156680.883550970349461
330331.591299463296309,4156680.817155724391341
330331.572268372168764,4156680.750941004604101
330331.562072681495920,4156680.684545758645982
330331.551876990590245,4156680.618150513619184
330331.541681299568154,4156680.551755267661065
330331.521063199848868,4156680.407868812792003
330331.510867510573007,4156680.341473567765206
330331.491836415894795,4156680.275258849374950
330331.481640724232420,4156680.208863602951169
330331.471218317165039,4156680.131372395437211
330331.461022625269834,4156680.064977149013430
330331.450826933141798,4156679.998581903986633
330331.440631240955554,4156679.932186657562852
330331.421600147208665,4156679.865971939172596
330331.411177739500999,4156679.788480731192976
330331.409817448351532,4156679.721904958132654
330331.399395038199145,4156679.644413752015680
330331.389426062814891,4156679.589114468079060
330331.388065771549009,4156679.522538695950061
330331.358838981250301,4156679.389928731136024
330331.357251974695828,4156679.312256996519864
330331.347056281287223,4156679.245861751027405
330331.345695989846718,4156679.179285977967083
330331.335500296321698,4156679.112890732008964
330331.325304602622055,4156679.046495487447828
330331.315108908747789,4156678.980100241955370
330331.313748617190868,4156678.913524469360709
330331.303552923258394,4156678.847129224799573
330331.302192631643265,4156678.780553451273590
330331.301059055374935,4156678.725073642097414
330331.290636645862833,4156678.647582434117794
330331.289503069594502,4156678.592102624010295
330331.288142777979374,4156678.525526851881295
330331.286555771250278,4156678.447855116333812
330331.294030882650986,4156678.381098816171288
330331.292670591210481,4156678.314523044042289
330331.282474896695931,4156678.248127799946815
330331.281114605139010,4156678.181552026886493
330331.297425120254047,4156678.114615200087428
330331.304900232295040,4156678.047858900856227
330331.312375344452448,4156677.981102602090687
330331.327325569349341,4156677.847590002696961
330331.342275794828311,4156677.714077404234558
330331.349750910128932,4156677.647321105469018
330331.357226021005772,4156677.580564805306494
330331.364701136597432,4156677.513808507006615
330331.372176250093617,4156677.447052207775414
330331.388486767769791,4156677.380115381907672
330331.404797285795212,4156677.313178555574268
330331.412272399873473,4156677.246422256343067
330331.428809633362107,4156677.190581392031163
330331.445120154414326,4156677.123644567094743
330331.461203958606347,4156677.045611778274179
330331.468679073557723,4156676.978855479974300
330331.492691423394717,4156676.856258316431195
330331.542983275663573,4156676.722023613285273
330331.559067081834655,4156676.643990824930370
330331.575377603061497,4156676.577053999528289
330331.616834051441401,4156676.442999823018909
330331.633144573657773,4156676.376062996685505
330331.667125908774324,4156676.308765118476003
330331.708582360297441,4156676.174710941966623
330331.733955003786832,4156676.118689553346485
330331.758874220889993,4156676.040476239752024
330331.784020150778815,4156675.973358887247741
330331.809166081133299,4156675.906241536140442
330331.834538726252504,4156675.850220147520304
330331.868746779684443,4156675.794018231797963
330331.902728117071092,4156675.726720355451107
330331.927874049288221,4156675.659603003412485
330331.961855390050914,4156675.592305125202984
330332.005125563358888,4156675.547018648125231
330332.081923651567195,4156675.412242369260639
330332.116131706396118,4156675.356040454935282
330332.150113050127402,4156675.288742580451071
330332.175485699670389,4156675.232721193227917
330332.218529162288178,4156675.176338752731681
330332.270181320433039,4156675.108679825905710
330332.329762031557038,4156674.996456524357200
330332.381414189585485,4156674.928797597996891
330332.424684368714225,4156674.883511122316122
330332.458892430469859,4156674.827309209387749
330332.501709183910862,4156674.759830809198320
330332.578960714687128,4156674.647246459033340
330332.665047654649243,4156674.534481585025787
330332.708317837445065,4156674.489195111207664
330332.760196717164945,4156674.432632148731500
330332.803240188164636,4156674.376249712426215
330332.855119066894986,4156674.319686752278358
330332.898162541445345,4156674.263304315973073
330332.950041423900984,4156674.206741355825216
330332.993311609956436,4156674.161454882472754
330333.045190491480753,4156674.104891922790557
330333.105904783471487,4156674.048148438334465
330333.210342689417303,4156673.968310405965894
330333.314327173051424,4156673.866280453279614
330333.366432772949338,4156673.820813456550241
330333.470417260308750,4156673.718783504795283
330333.522749571711756,4156673.684412471484393
330333.592525989748538,4156673.638584429398179
330333.662302406388335,4156673.592756386846304
330333.705572601873428,4156673.547469917219132
330333.827454624639358,4156673.456174883991480
330333.888622349477373,4156673.421623328700662
330333.940727953100577,4156673.376156337559223
330333.992833559517749,4156673.330689344555140
330334.062609980814159,4156673.284861306194216
330334.124004419019911,4156673.261405715253204
330334.184945433284156,4156673.215758202131838
330334.237277752952650,4156673.181387174408883
330334.368448616703972,4156673.112103547900915
330334.429616346256807,4156673.077551998663694
330334.481948665459640,4156673.043180970940739
330334.542889685486443,4156672.997533461079001
330334.604057414398994,4156672.962981912773103
330334.674287264933810,4156672.939345802180469
330334.726619588211179,4156672.904974777251482
330334.805458138114773,4156672.870062184985727
330334.875687987660058,4156672.846426076255739
330334.928020312509034,4156672.812055053655058
330335.050582488416694,4156672.754047922790051
330335.181980074848980,4156672.695860272273421
330335.251983219583053,4156672.661128206178546
330335.383380808809306,4156672.602940559852868
330335.444775253126863,4156672.579484979622066
330335.497334290994331,4156672.556209921371192
330335.567564147175290,4156672.532573819160461
330335.690579749178141,4156672.496758623514324
330335.743138785939664,4156672.473483568988740
330335.813368643401191,4156672.449847468640655
330335.874763092142530,4156672.426391891203821
330336.006840814545285,4156672.401492140721530
330336.077297379495576,4156672.388952004723251
330336.129856420098804,4156672.365676949732006
330336.191477578482591,4156672.353317337576300
330336.323328594560735,4156672.317321630194783
330336.384949753526598,4156672.304962018970400
330336.455406319699250,4156672.292421885300428
330336.517254186794162,4156672.291158237028867
330336.640496503445320,4156672.266439017839730
330336.772800937469583,4156672.252635241020471
330336.843257506727241,4156672.240095112007111
330336.913940783357248,4156672.238650945015252
330336.984624057891779,4156672.237206779886037
330337.046245218138210,4156672.224847173318267
330337.107866376289167,4156672.212487566750497
330337.169487536884844,4156672.200127961579710
330337.310627383994870,4156672.186143673025072
330337.381083952146582,4156672.173603547271341
330337.442931819881778,4156672.172339906450361
330337.513388388266321,4156672.159799783024937
330337.645692826947197,4156672.145996021106839
330337.777997263765428,4156672.132192260120064
330337.830783014069311,4156672.120013179723173
330337.901239585480653,4156672.107473057694733
330337.962860747706145,4156672.095113459508866
330338.024708615907002,4156672.093849821947515
330338.086329776095226,4156672.081490223295987
330338.147950938786380,4156672.069130624644458
330338.271419967757538,4156672.055507391691208
330338.333041128469631,4156672.043147794436663
330338.394662291626446,4156672.030788199510425
330338.456283452804200,4156672.018428602255881
330338.570917075499892,4156672.004985892679542
330338.641373646445572,4156671.992445779964328
330338.702994810417295,4156671.980086185503751
330338.756007267453242,4156671.979003072250634
330338.879249593592249,4156671.954283886589110
330339.002718627103604,4156671.940660664346069
330339.064339789561927,4156671.928301072679460
330339.196644230978563,4156671.914497334510088
330339.249429986462928,4156671.902318261563778
330339.320113265246619,4156671.900874116923660
330339.381734428345226,4156671.888514528516680
330339.505203463253565,4156671.874891312327236
330339.557762513402849,4156671.851616281550378
330339.619383677083533,4156671.839256694074720
330339.734017303329892,4156671.825814000330865
330339.857259633834474,4156671.801094829570502
330339.980728668218944,4156671.787471622228622
330340.104197702836245,4156671.773848416283727
330340.156983460299671,4156671.761669350322336
330340.271390383015387,4156671.737130702473223
330340.386024008970708,4156671.723688018042594
330340.447871879325248,4156671.722424398642033
330340.562052100780420,4156671.686789794825017
330340.676685727725271,4156671.673347113188356
330340.808763472421560,4156671.648447439074516
330340.923170398105867,4156671.623908801004291
330340.984791567316279,4156671.611549224238843
330341.099425195599906,4156671.598106549121439
330341.204996712855063,4156671.573748431168497
330341.258009171928279,4156671.572665335144848
330341.311021633329801,4156671.571582237258554
330341.363807391142473,4156671.559403179679066
330341.460770203033462,4156671.546321542467922
330341.549124301644042,4156671.544516383204609
330341.619354181049857,4156671.520880333613604
330341.681202050356660,4156671.519616722594947
330341.733987811137922,4156671.507437668275088
330341.813506502541713,4156671.505813027266413
