X(E/m),Y(N/m)
330276.300161128281616,4156624.035240634344518
330276.238539670885075,4156624.047600681893528
330276.177371785626747,4156624.082152653485537
330276.097852618200704,4156624.083777906838804
330276.009951558080502,4156624.107775669079274
330275.922050498425961,4156624.131773431319743
330275.834603012073785,4156624.177963120397180
330275.737866490962915,4156624.202141469810158
330275.641129968047608,4156624.226319820154458
330275.562064375495538,4156624.250137003138661
330275.456492393161170,4156624.274495938792825
330275.368818122544326,4156624.309589670505375
330275.307423456513789,4156624.333045687060803
330275.246028788562398,4156624.356501704081893
330275.184180548531003,4156624.357765797059983
330275.122559097013436,4156624.370125852525234
330275.061164429702330,4156624.393581870477647
330274.999996549333446,4156624.428133852314204
330274.929539636010304,4156624.440674493089318
330274.850247258262243,4156624.453395721036941
330274.762572991836350,4156624.488489458803087
330274.683734188321978,4156624.523402612190694
330274.604441814008169,4156624.536123842466623
330274.516087187919766,4156624.537929695565253
330274.428412923705764,4156624.573023438919336
330274.331449622928631,4156624.586105841211975
330274.252157247217838,4156624.598827073816210
330274.173318449000362,4156624.633740232791752
330274.094252861570567,4156624.657557431142777
330274.032631411217153,4156624.669917493592948
330273.971009963308461,4156624.682277556974441
330273.900779839023016,4156624.705914170946926
330273.830322927038651,4156624.718454822897911
330273.777536941866856,4156624.730634301900864
330273.697790991631337,4156624.721163615584373
330273.618498617783189,4156624.733884854707867
330273.539433034835383,4156624.757702056784183
330273.451078408572357,4156624.759507921990007
330273.354115113266744,4156624.772590337321162
330273.275049529096577,4156624.796407542657107
330273.187148483179044,4156624.820405335631222
330273.081122935400344,4156624.822572377510369
330272.992541522718966,4156624.813282285351306
330272.904640479944646,4156624.837280080653727
330272.816512643650640,4156624.850181916262954
330272.745602157316171,4156624.840530650690198
330272.683527130633593,4156624.830698799807578
330272.613297012925614,4156624.854335424490273
330272.551902355393395,4156624.877791462466121
330272.481218656525016,4156624.879236163105816
330272.410308169899508,4156624.869584900792688
330272.313118084450252,4156624.871571364812553
330272.216154789319262,4156624.884653795044869
330272.118964704044629,4156624.886640262324363
330272.030383290373720,4156624.877350179478526
330271.951090919785202,4156624.890071435365826
330271.854127625119872,4156624.903153867926449
330271.748328868707176,4156624.916416889522225
330271.554175491852220,4156624.931485798209906
330271.466501240327489,4156624.966579573228955
330271.387435664772056,4156624.990396796260029
330271.316978757735342,4156625.002937467768788
330271.237913182820193,4156625.026754693128169
330271.167456276365556,4156625.039295366965234
330271.106061623780988,4156625.062751416116953
330271.026542466250248,4156625.064376717898995
330270.938641426153481,4156625.088374534156173
330270.850513598998077,4156625.101276389788836
330270.762385769805405,4156625.114178245887160
330270.674257940787356,4156625.127080102916807
330270.586130112060346,4156625.139981960877776
330270.498229076038115,4156625.163979782722890
330270.419163504615426,4156625.187797015998513
330270.322427007718943,4156625.211975429207087
330270.234299180097878,4156625.224877289962023
330270.155233607685659,4156625.248694525565952
330270.076394828618504,4156625.283607723657042
330269.926872356561944,4156625.319965645205230
330269.865250915754586,4156625.332325740251690
330269.786185347475111,4156625.356142979115248
330269.715728445269633,4156625.368683665059507
330269.556690130732022,4156625.371934296097606
330269.362536765751429,4156625.387003257870674
330269.177672449208330,4156625.424083556979895
330268.983519083412830,4156625.439152526669204
330268.789819307683501,4156625.476413426455110
330268.719362407689914,4156625.488954121712595
330268.666122843162157,4156625.478941708803177
330268.516373582067899,4156625.504203693009913
330268.445916684810072,4156625.516744391061366
330268.384295247029513,4156625.529104495886713
330268.305002886278089,4156625.541825788095593
330268.216875064303167,4156625.554727671202272
330268.119458191795275,4156625.545618222095072
330267.943202548369300,4156625.571421995293349
330267.766946905874647,4156625.597225771285594
330267.669983623432927,4156625.610308251809329
330267.572793544910382,4156625.612294773571193
330267.493501185846981,4156625.625016070902348
330267.405373367713764,4156625.637917964253575
330267.273521834053099,4156625.673914749640971
330267.202611343353055,4156625.664263531100005
330267.132381243631244,4156625.687900201883167
330267.062151146528777,4156625.711536873131990
330266.894504172727466,4156625.726064113434404
330266.700577612849884,4156625.752229099161923
330266.497588794678450,4156625.767478720750660
330266.401079111616127,4156625.802753143012524
330266.189935228438117,4156625.851471254136413
330266.093198749003932,4156625.875649718102068
330266.023195452289656,4156625.910382359754294
330265.864610745338723,4156625.935824987012893
330265.802989313553553,4156625.948185114189982
330265.741594683029689,4156625.971641201991588
330265.679746452602558,4156625.972905366681516
330265.609516361379065,4156625.996542050968856
330265.433260732563213,4156626.022345875855535
330265.344906118931249,4156626.024151828605682
330265.256551505473908,4156626.025957781821489
330265.168650491279550,4156626.049955660011619
330265.071687216637656,4156626.063038173131645
330264.983559403335676,4156626.075940090231597
330264.886369329062290,4156626.077926643192768
330264.781024194380734,4156626.113381679635495
330264.701731845096219,4156626.126103004906327
330264.631501755327918,4156626.149739697575569
330264.552209404413588,4156626.162461024243385
330264.481525716255419,4156626.163905792869627
330264.402006564894691,4156626.165531159378588
330264.340611937223002,4156626.188987259287387
330264.155747657292522,4156626.226067671552300
330263.953212452412117,4156626.263509280979633
330263.750223648152314,4156626.278758971020579
330263.653713983192574,4156626.314033424481750
330263.459787443163805,4156626.340198487974703
330263.380495095276274,4156626.352919825352728
330263.292594088939950,4156626.376917724497616
330263.134009396540932,4156626.402360405307263
330263.072161168674938,4156626.403624589089304
330263.018921601178590,4156626.393612211570144
330262.965908833954018,4156626.394695797469467
330262.824768261343706,4156626.408681327011436
330262.727578190155327,4156626.410667905583978
330262.533651654026471,4156626.436832988169044
330262.437141993199475,4156626.472107456997037
330262.349240990355611,4156626.496105367317796
330262.243442262813915,4156626.509368511382490
330262.146252192556858,4156626.511355096008629
330262.049742533941753,4156626.546629569493234
330261.970676993485540,4156626.570446884725243
330261.803937259595841,4156626.629358076956123
330261.733707181061618,4156626.652994794771075
330261.663250298472121,4156626.665535551030189
330261.513727880199440,4156626.701893625315279
330261.337699079245795,4156626.738793501630425
330261.249571279040538,4156626.751695459708571
330261.152834821376018,4156626.775873980950564
330260.976352412486449,4156626.790581940673292
330260.782425888697617,4156626.816747065633535
330260.597334826248698,4156626.842731595970690
330260.518722906301264,4156626.888740849215537
330260.368746881256811,4156626.902907020878047
330260.219224471715279,4156626.939265118446201
330260.060412987484597,4156626.953611896373332
330259.972285188618116,4156626.966513868421316
330259.875548738695215,4156626.990692404564470
330259.778585477848537,4156627.003774980083108
330259.690230874810368,4156627.005580991972238
330259.487468898179941,4156627.031926749274135
330259.381670180067886,4156627.045189931057394
330259.284706922597252,4156627.058272512629628
330259.179135012789629,4156627.082631658297032
330259.091460831928998,4156627.117725565563887
330258.932876160019077,4156627.143168326932937
330258.809633331838995,4156627.167888682801276
330258.668039158568718,4156627.159682356752455
330258.579684554657433,4156627.161488380283117
330258.491783568111714,4156627.185486331582069
330258.386211661738344,4156627.209845489356667
330258.280186137999408,4156627.212012721691281
330258.183222883380949,4156627.225095314905047
330258.077877787523903,4156627.260550438892096
330257.963243613601662,4156627.273994241841137
330257.848609439912252,4156627.287438046187162
330257.760481646633707,4156627.300340040586889
330257.663745203521103,4156627.324518603738397
330257.487262808368541,4156627.339226638432592
330257.399361828516703,4156627.363224600441754
330257.320296306861565,4156627.387041958980262
330257.232395325670950,4156627.411039924249053
330257.153102996526286,4156627.423761322163045
330257.064975203247741,4156627.436663324944675
330256.959630114026368,4156627.472118463367224
330256.739424045197666,4156627.509921460412443
330256.537115709041245,4156627.558459214400500
330256.440832896973006,4156627.604829717427492
330256.326198726950679,4156627.618273542728275
330256.211110935895704,4156627.609525444917381
330256.043690821737982,4156627.635148867033422
330255.973233953467570,4156627.647689672186971
330255.823484757915139,4156627.672951887827367
330255.753481517196633,4156627.707684619817883
330255.691860109684058,4156627.720044821500778
330255.621176432119682,4156627.721489666029811
330255.542110918089747,4156627.745307043660432
330255.454436757601798,4156627.780400988645852
330255.358153951237909,4156627.826771504245698
330255.278861628088634,4156627.839492920786142
330255.190733840980101,4156627.852394944056869
330255.085161950672045,4156627.876754143275321
330254.988652336061932,4156627.912028700113297
330254.786570831434801,4156627.971662461291999
330254.707732135662809,4156628.006575810257345
330254.549147489713505,4156628.032018656376749
330254.452184248249978,4156628.045101294759661
330254.336642831040081,4156628.014161296654493
330254.160160454863217,4156628.028869400732219
330253.975069432286546,4156628.054854080546647
330253.860435272916220,4156628.068297941237688
330253.745801113778725,4156628.081741801928729
330253.640229229698889,4156628.106101020704955
330253.526048699859530,4156628.141736809629947
330253.288171741005499,4156628.179901115130633
330253.173764399834909,4156628.204440946690738
330253.059810691338498,4156628.251172706019133
330252.830996012606192,4156628.300252378918231
330252.760085520567372,4156628.290601286105812
330252.689628663531039,4156628.303142117802054
330252.618944987887517,4156628.304586989339441
330252.531044027360622,4156628.328585004433990
330252.434307608229574,4156628.352763628587127
330252.337344372586813,4156628.365846290718764
330252.222483401710633,4156628.368194211274385
330252.125746983743738,4156628.392372839618474
330252.019948289729655,4156628.405636115465313
330251.923211872577667,4156628.429814746137708
330251.817413179262076,4156628.443078024778515
330251.711614486179315,4156628.456341305281967
330251.500924373394810,4156628.527251720428467
330251.413250236131717,4156628.562345710583031
330251.325122462818399,4156628.575247774366289
330251.236314236419275,4156628.554861953482032
330251.139577822876163,4156628.579040591605008
330251.060285508865491,4156628.591762049123645
330250.963322277413681,4156628.604844729416072
330250.866359046020079,4156628.617927409708500
330250.769395814859308,4156628.631010090466589
330250.681948500685394,4156628.677200051024556
330250.479640220699366,4156628.725737957283854
330250.250598746701144,4156628.763721737544984
330250.057579569751397,4156628.834270967636257
330249.855724937166087,4156628.905000814236701
330249.776659448165447,4156628.928818247746676
330249.601311197911855,4156628.999006264377385
330249.371589271118864,4156629.003702182788402
330249.292750605265610,4156629.038615581579506
330249.196467844420113,4156629.084986171685159
330249.064843250904232,4156629.132079211995006
330248.996200975147076,4156629.233387778047472
330248.688774502719752,4156629.328476934693754
330248.582975823897868,4156629.341740254312754
330248.494848061585799,4156629.354642348829657
330248.415555760089774,4156629.367363832425326
330248.336263456381857,4156629.380085315089673
330248.256744330457877,4156629.381710836663842
330248.098613371839747,4156629.429345735814422
330247.931420131470077,4156629.466065284796059
330247.834683736204170,4156629.490243964362890
330247.633055959362537,4156629.572069828864187
330247.422365904669277,4156629.642980351112783
330247.202613571484108,4156629.702975529246032
330246.992150347447023,4156629.784982023760676
330246.816348484833725,4156629.832978175953031
330246.658444364089519,4156629.891709064133465
330246.596822984982282,4156629.904069333802909
330246.517303863423876,4156629.905694871209562
330246.341048355272505,4156629.931499108206481
330246.138966953556519,4156629.991133084055036
330245.945721009804402,4156630.050586448982358
330245.717133236292284,4156630.110762284137309
330245.497607751749456,4156630.181853470392525
330245.313197275914717,4156630.241126235108823
330245.233904983848333,4156630.253847748972476
330245.075547227228526,4156630.290386741515249
330244.934860388631932,4156630.326564502436668
330244.715334915556014,4156630.397655711043626
330244.496263101231307,4156630.490938851609826
330244.285573092696723,4156630.561849453020841
330244.083491716417484,4156630.621483480557799
330243.986982171889395,4156630.656758169643581
330243.907689885236323,4156630.669479696080089
330243.749332143226638,4156630.706018713302910
330243.670266686007380,4156630.729836205951869
330243.494238030049019,4156630.766736466437578
330243.292156663432252,4156630.826370512600988
330243.045898015494458,4156630.886907659936696
330242.818217604071833,4156630.991467427928001
330242.572412622103002,4156631.074196516070515
330242.371238590683788,4156631.178214438259602
330242.222623643174302,4156631.258956716861576
330242.064719580288511,4156631.317687694914639
330241.872154183394741,4156631.410429046023637
330241.645154296595138,4156631.548276735935360
330241.436278990586288,4156631.707955118268728
330241.227176860382315,4156631.856537541840225
330241.035518814285751,4156631.993662764318287
330240.914090760343242,4156632.107151094824076
330240.774311296117958,4156632.187712780199945
330240.634758667438291,4156632.279370432719588
330240.460544722503982,4156632.405038462486118
330240.277268491801806,4156632.519791156519204
330240.181439484411385,4156632.588353779632598
330240.103281390736811,4156632.656555159483105
330239.920232004369609,4156632.782403823919594
330239.764142656058539,4156632.929902550298721
330239.625270556018222,4156633.054848108906299
330239.485944788786583,4156633.157601743936539
330239.311957713915035,4156633.294365763664246
330239.129588858573698,4156633.453502336516976
330238.946766339475289,4156633.590446988120675
330238.763943826372270,4156633.727391643449664
330238.668341683107428,4156633.807050247211009
330238.521768337581307,4156633.987656264565885
330238.400340344873257,4156634.101144635118544
330238.339399512507953,4156634.146792856510729
330238.200073781539686,4156634.249546514358371
330238.043757657171227,4156634.385949312709272
330237.878832919290289,4156634.533628703560680
330237.704845897329506,4156634.670392758678645
330237.513414812856354,4156634.818614031188190
330237.435256759810727,4156634.886815437581390
330237.297292077913880,4156635.056144891306758
330237.150038273772225,4156635.203463045414537
330237.011619924975093,4156635.350600576959550
330236.942524173646234,4156635.429717324674129
330236.803878994076513,4156635.565758896991611
330236.638954304100480,4156635.713438313920051
330236.491246843710542,4156635.838564555160701
330236.335384455393068,4156635.997159314807504
330236.197419815114699,4156636.166488787159324
330236.058774660108611,4156636.302530373446643
330235.989452086621895,4156636.370551167987287
330235.928964963182807,4156636.438391335308552
330235.868251001113094,4156636.495135540142655
330235.798928428557701,4156636.563156336080283
330235.651220998377539,4156636.688282592222095
330235.503740410495084,4156636.824504815042019
330235.355806149018463,4156636.938535113353282
330235.208325572719332,4156637.074757342692465
330235.129940719401930,4156637.131862808484584
330235.078289061202668,4156637.199522355105728
330235.017801951384172,4156637.267362529877573
330234.965696610976011,4156637.312830151058733
330234.904755823197775,4156637.358478400390595
330234.852650483953767,4156637.403946021571755
330234.800771988695487,4156637.460509605705738
330234.740058041876182,4156637.517253820784390
330234.584195718984120,4156637.675848615821451
330234.419497950118966,4156637.834624042268842
330234.341793634695932,4156637.925017405766994
330234.281533380388282,4156638.003953550476581
330234.203829067992046,4156638.094346913974732
330234.117289308167528,4156638.184920908883214
330234.048647290794179,4156638.286229610443115
330233.988613884313963,4156638.376261719968170
330233.928807319374755,4156638.477389793377370
330233.877609364571981,4156638.567241274286062
330233.817349117365666,4156638.646177422255278
330233.748026579967700,4156638.714198237750679
330233.618670645053498,4156638.872251163236797
330233.471643818193115,4156639.030665353406221
330233.352030712470878,4156639.232921507209539
330233.223128480312880,4156639.413166367914528
330233.085163962445222,4156639.582495898008347
330232.982541241217405,4156639.751102908048779
330232.879918524355162,4156639.919709921348840
330232.776842123770621,4156640.066125009674579
330232.683281706646085,4156640.245647356845438
330232.564122330164537,4156640.470095451455563
330232.480304747354239,4156640.693821026012301
330232.447004561021458,4156640.794407219626009
330232.405322615988553,4156640.917365970090032
330232.339175937580876,4156641.140730283688754
330232.308371045044623,4156641.363372076302767
330232.301577201811597,4156641.463416376151145
330232.270318624796346,4156641.663866240065545
330232.230224604019895,4156641.864496736787260
330232.190584273252171,4156642.087319158483297
330232.175408677489031,4156642.209736018441617
330232.144830640521832,4156642.443473775405437
330232.096581718651578,4156642.677572791464627
330232.092736867140047,4156642.921864618081599
330232.088438326027244,4156643.143964516464621
330232.083686092984863,4156643.343872488941997
330232.078933865006547,4156643.543780461419374
330232.056510748399887,4156643.744049696717411
330232.025705878215376,4156643.966691489331424
330232.021180496260058,4156644.177695426158607
330232.025717403099407,4156644.399614693596959
330232.039316597976722,4156644.632449293974787
330232.061297544278204,4156644.842911336570978
330232.073989357159007,4156645.031362082809210
330232.086908017285168,4156645.230908793862909
330232.100053517962806,4156645.441551466938108
330232.112972175353207,4156645.641098177060485
330232.134953119093552,4156645.851560217794031
330232.157160909613594,4156646.073118225205690
330232.187977292691357,4156646.283399636857212
330232.209731388778891,4156646.482765716500580
330232.239867234078702,4156646.659759237896651
330232.252105355029926,4156646.826018057763577
330232.256188569124788,4156647.025745400227606
330232.269334068405442,4156647.236388074234128
330232.282479567336850,4156647.447030748240650
330232.322358229313977,4156647.668227492831647
330232.352947762410622,4156647.867412940599024
330232.392372731119394,4156648.066417758353055
330232.413446285470854,4156648.232495948206633
330232.417075807286892,4156648.410031363833696
330232.429540767567232,4156648.587386148981750
330232.424561696592718,4156648.776198158506304
330232.446315784938633,4156648.975564237684011
330232.459461280028336,4156649.186206913087517
330232.472379929735325,4156649.385753625072539
330232.494134018721525,4156649.585119705647230
330232.506372130243108,4156649.751378526445478
330232.510228497034404,4156649.940009905956686
330232.523147147963755,4156650.139556617941707
330232.519302301807329,4156650.383848445490003
330232.532220952620264,4156650.583395157009363
330232.536757855268661,4156650.805314426310360
330232.576182810822502,4156651.004319245461375
330232.606545484275557,4156651.192408732604235
330232.627845876209904,4156651.369582885876298
330232.658208550012205,4156651.557672373019159
330232.680189475591760,4156651.768134418874979
330232.700355640437920,4156651.889828755054623
330232.720068114809692,4156651.989331163931638
330232.759719909750856,4156652.199431947898120
330232.790309421601705,4156652.398617397993803
330232.847405234468170,4156652.597260956186801
330232.894758234149776,4156652.751701291184872
330232.906769495224580,4156652.906864150892943
330232.945060211874079,4156653.050389152951539
330232.955256713903509,4156653.116784303449094
330232.994227965478785,4156653.293597197625786
330233.042488335806411,4156653.492421388626099
330233.073077838402241,4156653.691606839187443
330233.121791894489434,4156653.912622957956046
330233.187496281811036,4156654.099989924579859
330233.217632090789266,4156654.276983448769897
330233.219220002181828,4156654.354655193164945
330233.221034758142196,4156654.443422901909798
330233.241881444875617,4156654.598405129741877
330233.263635511102621,4156654.797771212179214
330233.268172400479671,4156655.019690484739840
330233.272255601070356,4156655.219417828135192
330233.277019335306250,4156655.452433062717319
330233.307608828647062,4156655.651618515606970
330233.309650428825989,4156655.751482187304646
330233.319846926257014,4156655.817877337802202
330233.323249593260698,4156655.984316791873425
330233.326879104832187,4156656.161852208897471
330233.348860010039061,4156656.372314256615937
330233.370840914547443,4156656.582776302937418
330233.366088685113937,4156656.782684277743101
330233.396678173856344,4156656.981869731098413
330233.434288337593898,4156657.092106844298542
330233.464650979673024,4156657.280196335632354
330233.485951347451191,4156657.457370492629707
330233.507024872524198,4156657.623448683880270
330233.537387511925772,4156657.811538174748421
330233.559141566278413,4156658.010904259514064
330233.589957892312668,4156658.221185677219182
330233.629836491425522,4156658.442382427398115
330233.687159097637050,4156658.652121955063194
330233.699397187796421,4156658.818380779586732
330233.702573006390594,4156658.973724269773811
330233.714357407880016,4156659.117791166063398
330233.744266351335682,4156659.283688730560243
330233.775082672596909,4156659.493970147799700
330233.814507572795264,4156659.692974972538650
330233.845097047509626,4156659.892160426825285
330233.902192796929739,4156660.090803993400186
330233.959061702247709,4156660.278351594228297
330233.980362054426223,4156660.455525753553957
330234.001889252103865,4156660.643795875832438
330234.022735919686966,4156660.798778106458485
330234.053098541102372,4156660.986867597792298
330234.056954886880703,4156661.175498980097473
330234.078708925982937,4156661.374865066260099
330234.082792115572374,4156661.574592411518097
330234.077132505539339,4156661.730116531252861
330234.089143744204193,4156661.885279392357916
330234.101381828659214,4156662.051538217347115
330234.122455332195386,4156662.217616412788630
330234.153044794744346,4156662.416801867540926
330234.174798830528744,4156662.616167954634875
330234.214450555795338,4156662.826268745120615
330234.236204589833505,4156663.025634831283242
330234.284691737149842,4156663.235554991755635
330234.323436083155684,4156663.401271929964423
330234.344282741541974,4156663.556254161521792
330234.373964819475077,4156663.711055763065815
330234.377367474196944,4156663.877495218999684
330234.398894659825601,4156664.065765341278166
330234.429257266398054,4156664.253854835405946
330234.477517558261752,4156664.452679033391178
330234.508107008063234,4156664.651864490471780
330234.546851344988681,4156664.817581428214908
330234.576987103268038,4156664.994574959855527
330234.624340017209761,4156665.149015303701162
330234.627742668380961,4156665.315454757772386
330234.640434426779393,4156665.503905510995537
330234.670797025086358,4156665.691995007451624
330234.701386465691030,4156665.891180465929210
330234.731975905131549,4156666.090365924406797
330234.780236184597015,4156666.289190123789012
330234.801082829129882,4156666.444172356743366
330234.839827154530212,4156666.609889294952154
330234.887180056539364,4156666.764329642057419
330234.890582704276312,4156666.930769097059965
330234.920718450914137,4156667.107762628700584
