X(E/m),Y(N/m)
330236.527040326851420,4156661.802138029132038
330236.549021148646716,4156662.012600082904100
330236.561939703358803,4156662.212146800011396
330236.583920521836262,4156662.422608854249120
330236.588003652577754,4156662.622336199507117
330236.618593052553479,4156662.821521663106978
330236.631511605810374,4156663.021068381145597
330236.661874163430184,4156663.209157880861312
330236.674792718025856,4156663.408704597968608
330236.705382114392705,4156663.607890060637146
330236.735971509653609,4156663.807075525168329
330236.766334065585397,4156663.995165025349706
330236.796923458750825,4156664.194350489880890
330236.827512850810308,4156664.393535953946412
330236.866710822447203,4156664.581444827839732
330236.888237953069620,4156664.769714957103133
330236.927435922087170,4156664.957623830065131
330236.949189889011905,4156665.156989920884371
330236.979325594962575,4156665.333983458112925
330237.001306400634348,4156665.544445514678955
330237.031668947252911,4156665.732535016722977
330237.053422910976224,4156665.931901107542217
330237.066341454512440,4156666.131447827443480
330237.088095417129807,4156666.330813918728381
330237.109849379106890,4156666.530180010478944
330237.122767921537161,4156666.729726728983223
330237.144295044417959,4156666.917996859177947
330237.174884422915056,4156667.117182324174792
330237.196865222300403,4156667.327644381206483
330237.227227758732624,4156667.515733882784843
330237.249208556429949,4156667.726195939350873
330237.279571090824902,4156667.914285440929234
330237.292716471827589,4156668.124928124248981
330237.332368101691827,4156668.335028928238899
330237.345059799263254,4156668.523479683790356
330237.384484586655162,4156668.722484524361789
330237.406692219490651,4156668.944042544346303
330237.436827910249121,4156669.121036082971841
330237.467870957567357,4156669.342413478065282
330237.498687163693830,4156669.552694907877594
330237.529503368597943,4156669.762976339086890
330237.551257319399156,4156669.962342432234436
330237.599517512833700,4156670.161166646517813
330237.612436044495553,4156670.360713369213045
330237.651860820013098,4156670.559718209784478
330237.673387927468866,4156670.747988339047879
330237.712812700541690,4156670.946993181481957
330237.734339806251228,4156671.135263311676681
330237.773764574318193,4156671.334268153179437
330237.804580771364272,4156671.544549584854394
330237.817045619129203,4156671.721904377918690
330237.865532638621517,4156671.931824557948858
330237.887059740140103,4156672.120094688609242
330237.926711343403440,4156672.330195495858788
330237.939856707234867,4156672.540838181041181
330237.988116880937014,4156672.739662397187203
330238.010097657737788,4156672.950124455150217
330238.049749255646020,4156673.160225262865424
330238.071730028314050,4156673.370687321294099
330238.111608462757431,4156673.591884092893451
330238.133362396445591,4156673.791250187903643
330238.173013988707680,4156674.001350995618850
330238.194994757708628,4156674.211813054047525
330238.225810938864015,4156674.422094488516450
330238.256400277372450,4156674.621279958635569
330238.286989614658523,4156674.820465429220349
330238.317578950896859,4156675.019650898408145
330238.339332876261324,4156675.219016995746642
330238.369922210578807,4156675.418202465865761
330238.400511545885820,4156675.617387935984880
330238.431327717029490,4156675.827669370453805
330238.461917047970928,4156676.026854841038585
330238.483670969028026,4156676.226220938377082
330238.523095708573237,4156676.425225783139467
330238.545303305960260,4156676.646783808246255
330238.575665793556254,4156676.834873314946890
330238.597873391467147,4156677.056431339122355
330238.628235877142288,4156677.244520846754313
330238.650216632173397,4156677.454982908908278
330238.680805954732932,4156677.654168379958719
330238.755572313209996,4156677.852450725156814
330238.768717657891102,4156678.063093411270529
330238.807915544137359,4156678.251002294942737
330238.838504863670096,4156678.450187767390162
330238.860485610261094,4156678.660649829078466
330238.890848089009523,4156678.848739337641746
330238.930499647511169,4156679.058840148150921
330238.952026716200635,4156679.247110282070935
330238.991451435722411,4156679.446115131489933
330239.022040746291168,4156679.645300603471696
330239.052403217181563,4156679.833390112966299
330239.074383959639817,4156680.043852175120264
330239.113581835292280,4156680.231761060189456
330239.135335737257265,4156680.431127157527953
330239.148254234634805,4156680.630673882551491
330239.187678943038918,4156680.829678730107844
330239.200824277708307,4156681.040321418084204
330239.231413582572713,4156681.239506892859936
330239.244332077796571,4156681.439053616486490
330239.266312814143021,4156681.649515679106116
330239.279684985522181,4156681.871254331897944
330239.292603479756508,4156682.070801055990160
330239.305748812155798,4156682.281443743500859
330239.318894144380465,4156682.492086431942880
330239.323204074404202,4156682.702909746207297
330239.354020211671013,4156682.913191183470190
330239.376227782573551,4156683.134749211370945
330239.398208514321595,4156683.345211274921894
330239.429024646175094,4156683.555492713116109
330239.468676177551970,4156683.765593526884913
330239.508554547908716,4156683.986790305003524
330239.539143837522715,4156684.185975780710578
330239.579249040747527,4156684.418268523644656
330239.618673729884904,4156684.617273374460638
330239.649489853938576,4156684.827554814051837
330239.689141376060434,4156685.037655628751963
330239.728792896610685,4156685.247756442986429
330239.768217579636257,4156685.446761295199394
330239.789971461636014,4156685.646127395331860
330239.838458378566429,4156685.856047587003559
330239.877883055014536,4156686.055052438750863
330239.917307729832828,4156686.254057290032506
330239.965794638847001,4156686.463977482635528
330239.996157077257521,4156686.652066995855421
330240.027200025855564,4156686.873444400262088
330240.066851532552391,4156687.083545218687505
330240.079996849177405,4156687.294187908060849
330240.119421515613794,4156687.493192761205137
330240.141402225242928,4156687.703654826153070
330240.172218332765624,4156687.913936268072575
330240.212096668081358,4156688.135133049916476
330240.242912772926502,4156688.345414491370320
330240.282564269844443,4156688.555515308864415
330240.313607207499444,4156688.776892715599388
330240.353258703718893,4156688.986993534024805
330240.384074801113456,4156689.197274976409972
330240.423953129444271,4156689.418471758253872
330240.463604621007107,4156689.628572577144951
330240.494647551968228,4156689.849949984345585
330240.516628250363283,4156690.060412051156163
330240.556279735406861,4156690.270512870047241
330240.578260431997478,4156690.480974937789142
330240.609076523280237,4156690.691256380174309
330240.622221825178713,4156690.901899070944637
330240.661873307428323,4156691.111999891232699
330240.675245443184394,4156691.333738545887172
