X(E/m),Y(N/m)
330240.697226138203405,4156691.544200615026057
330240.718979993020184,4156691.743566718883812
330240.740733847138472,4156691.942932822741568
330240.762487700558268,4156692.142298926599324
330240.784014716162346,4156692.330569067504257
330240.814830796676688,4156692.540850510820746
330240.836357812979259,4156692.729120651725680
330240.857657989254221,4156692.906294827815145
330240.878958164830692,4156693.083469003904611
330240.908866893150844,4156693.249366591684520
330240.929713393154088,4156693.404348839540035
330240.941724502539728,4156693.559511712752283
330240.980468620895408,4156693.725228678435087
330241.010377345897723,4156693.891126267611980
330241.031677517283242,4156694.068300443701446
330241.062266751425341,4156694.267485926393420
330241.101010865182616,4156694.433202891610563
330241.122764707892202,4156694.632568996865302
330241.170571042690426,4156694.809201303869486
330241.201160274329595,4156695.008386784233153
330241.231522665824741,4156695.196476302575320
330241.279328998178244,4156695.373108610510826
330241.309691387112252,4156695.561198128387332
330241.348889162880369,4156695.749107023235410
330241.388313773844857,4156695.948111882898957
330241.427511548798066,4156696.136020777747035
330241.457873933017254,4156696.324110296554863
330241.496844866545871,4156696.500923228450119
330241.527207248436753,4156696.689012746326625
330241.548961081425659,4156696.888378854375333
330241.579323461279273,4156697.076468373648822
330241.600850453949533,4156697.264738516416401
330241.622604282456450,4156697.464104621671140
330241.644131275999825,4156697.652374764438719
330241.665885103167966,4156697.851740871090442
330241.678803544200491,4156698.051287600770593
330241.691495148581453,4156698.239738366100937
330241.704413589206524,4156698.439285096712410
330241.725940577802248,4156698.627555239014328
330241.747694402118213,4156698.826921347063035
330241.769448225852102,4156699.026287456043065
330241.800037435197737,4156699.225472939200699
330241.821791257301811,4156699.424839045852423
330241.843545078765601,4156699.624205153435469
330241.874361119174864,4156699.834486601874232
330241.896114939008839,4156700.033852709457278
330241.927157815895043,4156700.255230122245848
330241.957747016916983,4156700.454415606334805
330241.988789889262989,4156700.675793019589037
330242.010770541848615,4156700.886255092918873
330242.041813411982730,4156701.107632507104427
330242.063794065150432,4156701.318094579502940
330242.085774715349544,4156701.528556650038809
330242.125426127691753,4156701.738657478243113
330242.138571394840255,4156701.949300172738731
330242.169387423666194,4156702.159581623505801
330242.191368072759360,4156702.370043695438653
330242.222184099489823,4156702.580325145274401
330242.253000125056133,4156702.790606596041471
330242.274980769376270,4156703.001068670302629
330242.306023631012067,4156703.222446083556861
330242.327777437749319,4156703.421812192071229
330242.349758079741150,4156703.632274266332388
330242.371738720918074,4156703.842736338265240
330242.385110820760019,4156704.064474998973310
330242.416153675352689,4156704.285852414555848
330242.438134314492345,4156704.496314486954361
330242.460341788828373,4156704.717872525565326
330242.482549262291286,4156704.939430564176291
330242.513365279184654,4156705.149712014943361
330242.526737371284980,4156705.371450675185770
330242.548718009027652,4156705.581912750843912
330242.570925479638390,4156705.803470788057894
330242.592906113713980,4156706.013932862784714
330242.623722123622429,4156706.224214314948767
330242.645702758338302,4156706.434676389675587
330242.667229716316797,4156706.622946535237134
330242.688756675808690,4156706.811216680798680
330242.710510472767055,4156707.010582791641355
330242.741326477960683,4156707.220864243805408
330242.754698566976003,4156707.442602904979140
330242.785514570306987,4156707.652884358074516
330242.816103736811783,4156707.852069846820086
330242.838084365357645,4156708.062531921081245
330242.868900365428999,4156708.272813374642283
330242.891107825795189,4156708.494371414650232
330242.921923823654652,4156708.704652868211269
330242.944131282216404,4156708.926210907287896
330242.974947280308697,4156709.136492360383272
330242.996927901636809,4156709.346954436507076
330243.027517062146217,4156709.546139926183969
330243.058106219279580,4156709.745325414463878
330243.079633167246357,4156709.933595561888069
330243.110449157771654,4156710.143877015914768
330243.140811476390809,4156710.331966543570161
330243.162792092771269,4156710.542428619693965
330243.192927576368675,4156710.719422181136906
330243.223743562586606,4156710.929703635163605
330243.262941248540301,4156711.117612538859248
330243.284695025882684,4156711.316978651564568
330243.315737846249249,4156711.538356070406735
330243.364224569289945,4156711.748276282567531
330243.394133210997097,4156711.914173879195005
330243.424495519720949,4156712.102263407316059
330243.437187087198254,4156712.290714177768677
330243.475931094028056,4156712.456431154161692
330243.506747069943231,4156712.666712609119713
330243.518984967726283,4156712.832971451804042
330243.549800941837020,4156713.043252906762064
330243.571101040812209,4156713.220427092164755
330243.601690177922137,4156713.419612585101277
330243.623443945311010,4156713.618978698737919
330243.653806245420128,4156713.807068225927651
330243.675560013507493,4156714.006434339098632
330243.706375981681049,4156714.216715795453638
330243.719521212857217,4156714.427358495071530
330243.741274976520799,4156714.626724609173834
330243.762801904696971,4156714.814994759391993
330243.793164199450985,4156715.003084286581725
330243.806082596129272,4156715.202631022315472
330243.836444889078848,4156715.390720550902188
330243.867034015886020,4156715.589906044304371
330243.897623143740930,4156715.789091536775231
330243.919603736780118,4156715.999553616624326
330243.950192860327661,4156716.198739108629525
330243.971719782333821,4156716.387009258382022
330244.002308903960511,4156716.586194753181189
330244.032898024423048,4156716.785380247049034
330244.054424946312793,4156716.973650398198515
330244.093849429744296,4156717.172655270434916
330244.115376347675920,4156717.360925420653075
330244.154573993873782,4156717.548834329005331
330244.176327746943571,4156717.748200443107635
330244.197854662372265,4156717.936470595188439
330244.228443775733467,4156718.135656089987606
330244.259032887814101,4156718.334841584786773
330244.289622001117095,4156718.534027078654617
330244.320211110985838,4156718.733212572988123
330244.359408748452552,4156718.921121481806040
330244.381616161903366,4156719.142679528333247
330244.421040633285884,4156719.341684401966631
330244.442794376227539,4156719.541050517465919
330244.482218842778821,4156719.740055392030627
330244.504199418122880,4156719.950517473742366
330244.534788522520103,4156720.149702968541533
330244.565604457689915,4156720.359984429087490
330244.596193557546940,4156720.559169924352318
330244.635844853764866,4156720.769270764198154
330244.657598590361886,4156720.968636881560087
330244.697249881573953,4156721.178737720008940
330244.727838978986256,4156721.377923216205090
330244.758654907112941,4156721.588204677216709
330244.798306194017641,4156721.798305517993867
330244.828895285550971,4156721.997491014190018
330244.859484376036562,4156722.196676511783153
330244.898681993014179,4156722.384585422929376
330244.920435721985996,4156722.583951541688293
330244.959633334190585,4156722.771860453300178
330244.990449253818952,4156722.982141915708780
330245.020811507012695,4156723.170231447089463
330245.033729874063283,4156723.369778186082840
330245.072927481378429,4156723.557687099557370
330245.085845847264864,4156723.757233838085085
330245.107599570648745,4156723.956599956844002
330245.129353295429610,4156724.155966074671596
330245.142271657940000,4156724.355512813199311
330245.164252215356100,4156724.565974895376712
330245.168335222639143,4156724.765702255070210
330245.181253586546518,4156724.965248993597925
330245.194398784020450,4156725.175891696475446
330245.207543981145136,4156725.386534400749952
330245.203245299984701,4156725.608634309843183
330245.216163663309999,4156725.808181049767882
330245.220473504741676,4156726.019004372414201
330245.233618701575324,4156726.229647076688707
330245.246537064318545,4156726.429193815682083
330245.276899302669335,4156726.617283350322396
330245.316550564253703,4156726.827384193427861
330245.364810342667624,4156727.026208451483399
330245.413070121489000,4156727.225032710470259
330245.478773770388216,4156727.412399764638394
330245.518198191071860,4156727.611404644325376
330245.566457961569540,4156727.810228904709220
330245.623553083278239,4156728.008872544392943
330245.662977498723194,4156728.207877423614264
330245.702401910326444,4156728.406882304232568
330245.732990967808291,4156728.606067804154009
330245.763580026454292,4156728.805253305006772
330245.793942248332314,4156728.993342840578407
330245.815695950528607,4156729.192708961199969
330245.837449651851784,4156729.392075082752854
330245.868038704153150,4156729.591260583139956
330245.889792406233028,4156729.790626705158502
330245.920381456613541,4156729.989812206476927
330245.950970505829901,4156730.188997706864029
330245.999457090743817,4156730.398917932529002
330246.030046137399040,4156730.598103434778750
330246.078305883449502,4156730.796927697025239
330246.109121760353446,4156731.007209162693471
330246.157381505123340,4156731.206033425871283
330246.188197379233316,4156731.416314892936498
330246.219013252179138,4156731.626596360001713
330246.258210809901357,4156731.814505277667195
330246.289026680286042,4156732.024786745198071
330246.328451067907736,4156732.223791628610343
330246.359040103096049,4156732.422977132257074
330246.389629137236625,4156732.622162634506822
330246.411382822028827,4156732.821528756059706
330246.450580371776596,4156733.009437676519156
330246.472560887341388,4156733.219899762421846
330246.494314569688868,4156733.419265885371715
330246.516068251337856,4156733.618632009252906
330246.537595099711325,4156733.806902166921645
330246.559575612656772,4156734.017364253755659
330246.581329294538591,4156734.216730376705527
330246.603309805970639,4156734.427192464936525
330246.616454970440827,4156734.637835171073675
330246.638208648306318,4156734.837201294954866
330246.659735492779873,4156735.025471454020590
330246.672653823625296,4156735.225018195807934
330246.694634332030546,4156735.435480285435915
330246.707552662002854,4156735.635027028154582
330246.738141683978029,4156735.834212530869991
330246.742224668385461,4156736.033939892891794
330246.772813686460722,4156736.233125397469848
330246.794567359262146,4156736.432491521816701
330246.816547863651067,4156736.642953609582037
330246.846910048683640,4156736.831043150275946
330246.859828373184428,4156737.030589893925935
330246.890190556528978,4156737.218679433688521
330246.911490560974926,4156737.395853628870100
330246.942079572472721,4156737.595039134379476
330246.972441752790473,4156737.783128675073385
330247.002803929848596,4156737.971218217629939
330247.033392938086763,4156738.170403722207993
330247.064208779600449,4156738.380685192067176
330247.103633125429042,4156738.579690079204738
330247.134222132270224,4156738.778875585645437
330247.173873309511691,4156738.988976437598467
330247.195853802491911,4156739.199438526760787
330247.226442803803366,4156739.398624033201486
330247.248423297307454,4156739.609086124226451
330247.297136641980615,4156739.830102321691811
330247.309828129014932,4156740.018553101923317
330247.340870789950714,4156740.239930537063628
330247.353562271455303,4156740.428381317295134
330247.393440272600856,4156740.649578134529293
330247.397523247695062,4156740.849305497948080
330247.428339072968811,4156741.059586970135570
330247.450546389794908,4156741.281145025044680
330247.472526876372285,4156741.491607116069645
330247.494053696049377,4156741.679877277929336
330247.524642685544677,4156741.879062785301358
330247.555458505754359,4156742.089344257488847
330247.586047492921352,4156742.288529765792191
330247.616863313072827,4156742.498811238445342
330247.656514467438683,4156742.708912093192339
330247.687103453266900,4156742.908097601495683
330247.726527772960253,4156743.107102491427213
330247.765952091081999,4156743.306107382290065
330247.796767902560532,4156743.516388855408877
330247.845027556642890,4156743.715213127899915
330247.875616533798166,4156743.914398635737598
330247.915040845982730,4156744.113403527066112
330247.945856652280781,4156744.323685002047569
330247.976672459568363,4156744.533966475632042
330248.016096767561976,4156744.732971366960555
330248.055521073867567,4156744.931976259686053
330248.086110046016984,4156745.131161769852042
330248.125534349528607,4156745.330166661180556
330248.164958653855138,4156745.529171552974731
330248.204382954281755,4156745.728176446631551
330248.252415756229311,4156745.915904755704105
330248.291840053396299,4156746.114909647498280
330248.322202186449431,4156746.302999194245785
330248.361399649758823,4156746.490908122155815
330248.382926444988698,4156746.679178287275136
330248.395617906295229,4156746.867629068903625
330248.425753202289343,4156747.044622650835663
330248.429836160968989,4156747.244350015185773
330248.459971457719803,4156747.421343597117811
330248.472662917454727,4156747.609794379677624
330248.503251872200053,4156747.808979890774935
330248.524551832000725,4156747.986154090147465
330248.546305453055538,4156748.185520219616592
330248.585502907866612,4156748.373429148457944
330248.598421195929404,4156748.572975896764547
330248.620174814772326,4156748.772342025302351
330248.641701602027752,4156748.960612190887332
330248.672290550195612,4156749.159797703847289
330248.685208838665858,4156749.359344451222569
330248.715570954198483,4156749.547433997970074
330248.737097738601733,4156749.735704163555056
330248.758851353195496,4156749.935070292558521
330248.780604967032559,4156750.134436422493309
330248.793296422227286,4156750.322887205984443
330248.832493862777483,4156750.510796137619764
330248.845412145368755,4156750.710342884995043
330248.875774254673161,4156750.898432433139533
330248.897527865017764,4156751.097798563539982
330248.919281476875767,4156751.297164694406092
330248.949870413984172,4156751.496350207831711
330248.980459350044839,4156751.695535721257329
330249.002212957246229,4156751.894901852123439
330249.041637221002020,4156752.093906749971211
330249.063390826457180,4156752.293272879905999
330249.085371261578985,4156752.503734975121915
330249.115733361977618,4156752.691824526060373
330249.137713795644231,4156752.902286621741951
330249.168075896217488,4156753.090376170352101
330249.190283158677630,4156753.311934232246131
330249.211809928994626,4156753.500204397831112
330249.242852515890263,4156753.721581842284650
330249.264832945482340,4156753.932043940294534
330249.286813374492340,4156754.142506036907434
330249.309020633110777,4156754.364064098335803
330249.331001062761061,4156754.574526193551719
330249.353208319924306,4156754.796084255911410
330249.374961915600579,4156754.995450389105827
330249.405777665204369,4156755.205731868743896
330249.419149595894851,4156755.427470547612756
330249.449738515540957,4156755.626656062901020
330249.454048291430809,4156755.837479393929243
330249.484637207118794,4156756.036664910148829
330249.497782305814326,4156756.247307624202222
330249.519762727199122,4156756.457769721746445
330249.532907827349845,4156756.668412436731160
330249.554661414935254,4156756.867778568528593
330249.558971189893782,4156757.078601901885122
330249.580951609124895,4156757.289063998498023
330249.593869877629913,4156757.488610748667270
330249.607241804362275,4156757.710349429398775
330249.620386900554877,4156757.920992143452168
330249.624696675280575,4156758.131815474946052
330249.645996601262596,4156758.308989678509533
330249.667977017350495,4156758.519451777916402
330249.672286791726947,4156758.730275109875947
330249.694267206767108,4156758.940737207885832
330249.689514833095018,4156759.140645191539079
330249.702206264832057,4156759.329095978289843
330249.723959850729443,4156759.528462112415582
330249.728269625222310,4156759.739285443443805
330249.741187888663262,4156759.938832193147391
330249.754332982178312,4156760.149474910460413
330249.767251245211810,4156760.349021661560982
330249.771787849836983,4156760.570940957870334
330249.776324454694986,4156760.792860255111009
330249.780634229537100,4156761.003683588467538
330249.785397665109485,4156761.236698850058019
330249.789707440300845,4156761.447522183414549
330249.794244046090171,4156761.669441481120884
330249.807615969097242,4156761.891180162318051
330249.811925744754262,4156762.102003495208919
330249.807400203775615,4156762.313007445074618
330249.829380612878595,4156762.523469544481486
330249.833917219133582,4156762.745388841722161
330249.838000164891127,4156762.945116210728884
330249.842763601918705,4156763.178131474182010
330249.855908693978563,4156763.388774190563709
330249.873817222774960,4156763.832432171329856
330249.878126999363303,4156764.043255503289402
330249.882436776242685,4156764.254078838042915
330249.877911238872912,4156764.465082786511630
330249.864550387952477,4156764.676267355214804
330249.851189538254403,4156764.887451921589673
330249.819931229343638,4156765.087901758495718
330249.771229128236882,4156765.299808793701231
330249.722527027770411,4156765.511715829838067
330249.664762788568623,4156765.712707518134266
330249.598390068393201,4156765.924975790083408
330249.514346726704389,4156766.137605296913534
330249.447747183265164,4156766.338777603581548
330249.363703852635808,4156766.551407112274319
330249.279206861683633,4156766.741844691801816
330249.194936706393491,4156766.943378237076104
330249.119275035336614,4156767.133635199628770
330249.025715913739987,4156767.313157436437905
330248.932156798546202,4156767.492679671850055
330248.847659826162271,4156767.683117256965488
330248.771544508985244,4156767.851182293612510
330248.668923260993324,4156768.019789187703282
330248.584199470584281,4156768.199130811262876
330248.481805063667707,4156768.378833672497422
330248.388019138772506,4156768.547259951010346
330248.276562598010059,4156768.716047467663884
330248.173941371671390,4156768.884654368273914
330248.044814221095294,4156769.053803126327693
330247.933357694651932,4156769.222590648569167
330247.804230554436799,4156769.391739410813898
330247.683711892808788,4156769.549611591268331
330247.545522620435804,4156769.707845012191683
330247.407560185121838,4156769.877174401655793
330247.269370923633687,4156770.035407826770097
330247.131181667442434,4156770.193641257937998
330246.992992414394394,4156770.351874688174576
330246.845741026045289,4156770.499192776624113
330246.707324948511086,4156770.646330248098820
330246.559846735326573,4156770.782552376855165
330246.421203834470361,4156770.918593889568001
330246.273498795111664,4156771.043720060028136
330246.134629065287299,4156771.168665610719472
330245.986697198590264,4156771.282695821020752
330245.856435950146988,4156771.396364792250097
330245.708050416084006,4156771.488203076645732
330245.568727031059097,4156771.590956707019359
330245.429630484082736,4156771.704806307796389
330245.272409655561205,4156771.796825222205371
330245.124477809411474,4156771.910855449270457
330244.958648516796529,4156772.014150957111269
330244.792592392710503,4156772.106350504793227
330244.626536272116937,4156772.198550054337829
330244.469315459136851,4156772.290568985976279
330244.312094651861116,4156772.382587919943035
330244.163482313160785,4156772.463330269325525
330244.006034671154339,4156772.544253244530410
330243.857195501332171,4156772.613899633754045
330243.708583173109218,4156772.694641991518438
330243.568806151160970,4156772.775203727185726
330243.429029134218581,4156772.855765466112643
330243.280416811932810,4156772.936507830861956
330243.131577654741704,4156773.006154234055430
330242.974130034679547,4156773.087077230215073
330242.825064039905556,4156773.145627672784030
330242.685287035885267,4156773.226189425215125
330242.536221045302227,4156773.284739874303341
330242.405052510439418,4156773.354025040287524
330242.255986523930915,4156773.412575494498014
330242.115982688206714,4156773.482041291426867
330241.966916708042845,4156773.540591748896986
330241.818077571806498,4156773.610238178167492
330241.660403130750638,4156773.680065235123038
330241.511563997017220,4156773.749711668118834
330241.353662720764987,4156773.808442764449865
330241.196215129690245,4156773.889365794602782
330241.038313858094625,4156773.948096897453070
330240.889474733965471,4156774.017743342090398
330240.740635614376515,4156774.087389789521694
330240.609240262594540,4156774.145579019561410
330240.468782762240153,4156774.192852914333344
330240.346449562057387,4156774.261957487557083
330240.214827371411957,4156774.309050758834928
330240.092040484189056,4156774.355963405687362
330239.969480444910005,4156774.413972018286586
330239.846693565021269,4156774.460884670261294
330239.732515141251497,4156774.496520728338510
330239.618563565425575,4156774.543252753093839
330239.504385145846754,4156774.578888815362006
330239.381371423369274,4156774.614705507177860
330239.267193005594891,4156774.650341573171318
330239.011876567732543,4156774.699963663704693
330238.879800698952749,4156774.724865026772022
330238.748178522975650,4156774.771958321798593
330238.615875807590783,4156774.785763725172728
330238.484026787453331,4156774.821761059574783
330238.351950921758544,4156774.846662430092692
330238.219875054550357,4156774.871563804335892
330238.087572343298234,4156774.885369215626270
330237.964331783237867,4156774.910089963115752
330237.832029072858859,4156774.923895377200097
330237.735067577508744,4156774.936978273093700
330237.620435475022532,4156774.950422430876642
330237.532309283851646,4156774.963324699085206
330237.444409940624610,4156774.987322933971882
330237.365345903788693,4156775.011140539310873
330237.268384407565463,4156775.024223440792412
330237.180258219712414,4156775.037125712260604
330237.083523574576247,4156775.061304581351578
330236.995397385093383,4156775.074206854682416
330236.907271195785142,4156775.087109131272882
330236.819371855352074,4156775.111107372213155
330236.731245668837801,4156775.124009649269283
330236.651954783883411,4156775.136731295380741
330236.581726051517762,4156775.160368275828660
330236.502208317979239,4156775.161993958521634
330236.431752737029456,4156775.174534976016730
330236.361524007807020,4156775.198171959724277
330236.290841578040272,4156775.199617012403905
330236.220612847071607,4156775.223253997042775
330236.158992572571151,4156775.235614384524524
330236.088536992669106,4156775.248155404347926
330236.018081415153574,4156775.260696426033974
330235.947625835542567,4156775.273237447254360
330235.886005559528712,4156775.285597836133093
330235.815549980266951,4156775.298138858284801
330235.762765010236762,4156775.310318616684526
330235.701144736958668,4156775.322679007891566
330235.648132914619055,4156775.323762802872807
330235.604183246032335,4156775.335761930793524
330235.595347944879904,4156775.335942563600838
330235.577904186327942,4156775.347399792168289
330235.577904186327942,4156775.347399792168289
330235.577904186327942,4156775.347399792168289
330235.577904186327942,4156775.347399792168289
330235.560233579599299,4156775.347761057782918
330235.524892366374843,4156775.348483587149531
330235.498613304574974,4156775.360121450852603
330235.454436788102612,4156775.361024612560868
330235.419322425383143,4156775.372843107674271
330235.401651818770915,4156775.373204373288900
330235.383981212158687,4156775.373565638437867
330235.357702150708064,4156775.385203501675278
330235.322360937541816,4156775.385926032904536
330235.278411271865480,4156775.397925162687898
330235.234234753181227,4156775.398828326258808
330235.181449782161508,4156775.411008088383824
330235.119829510222189,4156775.423368484713137
330235.058209236245602,4156775.435728880576789
330234.996588964597322,4156775.448089275974780
330234.934968690911774,4156775.460449673235416
330234.864513114211150,4156775.472990703769028
330234.803119694464840,4156775.496447068173438
330234.723828814981971,4156775.509168732445687
330234.644537938002031,4156775.521890398580581
330234.565473910595756,4156775.545708030927926
330234.486183031869587,4156775.558429698459804
330234.389448398957029,4156775.582608599215746
330234.283878463436849,4156775.606968134175986
330234.187370683765039,4156775.642243003472686
330234.072965446510352,4156775.666783175896853
330233.967395512852818,4156775.691142716445029
330233.861825579777360,4156775.715502257458866
330233.756255647109356,4156775.739861800335348
330233.642077265132684,4156775.775497945025563
330233.536280480737332,4156775.788761524483562
330233.413266795047093,4156775.824578306637704
330233.298861564253457,4156775.849118490237743
330233.175621026777662,4156775.873839310836047
330233.052607345802244,4156775.909656097646803
330232.920531509211287,4156775.934557557571679
330232.788682525046170,4156775.970554983709008
330232.656379835680127,4156775.984360479749739
330232.524530855589546,4156776.020357912871987
330232.383846571552567,4156776.056535981129855
330232.242935438407585,4156776.081618086900562
330232.102024301246274,4156776.106700194068253
330231.961113165016286,4156776.131782306358218
330231.820202031754889,4156776.156864419113845
330231.679290899075568,4156776.181946532800794
330231.529544464661740,4156776.207209289073944
330231.370962726185098,4156776.232652682811022
330231.229824739741161,4156776.246638841461390
330231.080078305094503,4156776.271901603788137
330230.930331871262752,4156776.297164369374514
330230.780358583782800,4156776.311331172473729
330230.639447455992922,4156776.336413307115436
330230.489701024256647,4156776.361676079686731
330230.348789897980168,4156776.386758218053728
330230.207878772402182,4156776.411840359214693
330230.057905485038646,4156776.426007173955441
330229.908159058482852,4156776.451269958633929
330229.758639490697533,4156776.487628711387515
330229.599830902880058,4156776.501976174302399
330229.450084476266056,4156776.527238967362791
330229.300338052678853,4156776.552501762285829
330229.150591629906558,4156776.577764560934156
330228.992009903420694,4156776.603208000771701
330228.833428179961629,4156776.628651443868876
330228.683681757247541,4156776.653914249967784
330228.525100033148192,4156776.679357698652893
330228.366518312133849,4156776.704801152460277
330228.216771894018166,4156776.730063967406750
330228.067025474389084,4156776.755326785612851
330227.917279057786800,4156776.780589605215937
330227.758697337703779,4156776.806033068802208
330227.609177783713676,4156776.842391861602664
330227.441533902194351,4156776.856920007150620
330227.283179048215970,4156776.893459446728230
330227.124597331567202,4156776.918902922421694
330226.974850919912569,4156776.944165761116892
330226.825104508956429,4156776.969428600743413
330226.675358096603304,4156776.994691443629563
330226.525838547502644,4156777.031050255056471
330226.367256837256718,4156777.056493745185435
330226.208448262652382,4156777.070841274224222
330226.058701855596155,4156777.096104129217565
330225.899893284193240,4156777.110451662912965
330225.741084710985888,4156777.124799200799316
330225.582276140339673,4156777.139146741479635
330225.432302869565319,4156777.153313641436398
330225.264658997941297,4156777.167841831687838
330225.096788260038011,4156777.171274058986455
330224.929144386667758,4156777.185802256222814
330224.761500516091473,4156777.200330456253141
330224.584794476628304,4156777.203943338710815
330224.408088437281549,4156777.207556224893779
330224.240217699552886,4156777.210988469887525
330224.063738528057002,4156777.225697327870876
330223.878424053080380,4156777.240586836356670
330223.684274276776705,4156777.255656992550939
330223.508021973131690,4156777.281461830250919
330223.340604969882406,4156777.307086023967713
330223.182023269124329,4156777.332529576029629
330223.058555910829455,4156777.346154581755400
330222.908809515181929,4156777.371417494490743
330222.776960591203533,4156777.407415083143860
330222.627667930559255,4156777.454869930166751
330222.469086234108545,4156777.480313495732844
330222.310277672484517,4156777.494661099743098
330222.178201884205919,4156777.519562731496990
330221.984959589783102,4156777.579016792122275
330221.826151030370966,4156777.593364404514432
330221.676631508627906,4156777.629723304882646
330221.509214518358931,4156777.655347536783665
330221.350859697442502,4156777.691887088585645
330221.174607405439019,4156777.717691975180060
330220.998581984313205,4156777.754592832177877
330220.822329696558882,4156777.780397725291550
330220.655139579146635,4156777.817117940634489
330220.487949463073164,4156777.853838159702718
330220.320759350492153,4156777.890558380633593
330220.153342365927529,4156777.916182640008628
330220.003822857979685,4156777.952541571576148
330219.836632746737450,4156777.989261803682894
330219.669442639162298,4156778.025982039049268
330219.502252530597616,4156778.062702277209610
330219.334835553425364,4156778.088326552882791
330219.176480748108588,4156778.124866148456931
330219.017899071564898,4156778.150309781078249
330218.859544270846527,4156778.186849383171648
330218.701189469080418,4156778.223388987593353
330218.533772496739402,4156778.249013280496001
330218.384026124607772,4156778.274276275187731
330218.234279755561147,4156778.299539271742105
330218.075924960256089,4156778.336078888271004
330217.917343289940618,4156778.361522542312741
330217.767823795496952,4156778.397881514392793
330217.600179953966290,4156778.412409860175103
330217.441598288307432,4156778.437853523064405
330217.265346017607953,4156778.463658493477851
330217.106764353578910,4156778.489102162886411
330216.948182688211091,4156778.514545836020261
330216.771930424612947,4156778.540350816678256
330216.613121884991415,4156778.554698531050235
330216.445931799476966,4156778.591418832540512
330216.287350137368776,4156778.616862516850233
330216.119706301251426,4156778.631390893366188
330215.943454039515927,4156778.657195891719311
330215.784872379619628,4156778.682639586739242
330215.608846999122761,4156778.719540559221059
330215.441430040751584,4156778.745164914522320
330215.265177784953266,4156778.770969926845282
330215.088925527874380,4156778.796774945221841
330214.921508572064340,4156778.822399310767651
330214.745256319001783,4156778.848204336129129
330214.569004064542241,4156778.874009363818914
330214.401587111293338,4156778.899633740540594
330214.225334858638234,4156778.925438776612282
330214.049082609068137,4156778.951243815943599
330213.881665658438578,4156778.976868203375489
330213.705413410672918,4156779.002673250157386
330213.546831762010697,4156779.028116989415139
330213.397085416596383,4156779.053380073048174
330213.238503769389354,4156779.078823817893863
330213.089211184531450,4156779.126278840471059
330212.939691722625867,4156779.162637899629772
330212.781563842843752,4156779.210273583885282
330212.623662843834609,4156779.269005239941180
330212.474370267591439,4156779.316460272762924
330212.316469272365794,4156779.375191933009773
330212.131608618306927,4156779.412273637484759
330211.947201727656648,4156779.471547276247293
330211.762794839509297,4156779.530820920597762
330211.577934188360814,4156779.567902635782957
330211.411197906127200,4156779.626814971677959
330211.244461623835377,4156779.685727311298251
330211.077498460421339,4156779.733543687034398
330210.910535300965421,4156779.781360067427158
330210.752634324308019,4156779.840091757941991
330210.568000567494892,4156779.888269463554025
330210.392202114220709,4156779.936266513075680
330210.207795245805755,4156779.995540192350745
330210.023161495046224,4156780.043717910069972
330209.847363045380916,4156780.091714971233159
330209.671564599848352,4156780.139712035655975
330209.495766153791919,4156780.187709105666727
330209.329029896878637,4156780.246621484402567
330209.144169269769918,4156780.283703255467117
330208.968597715545911,4156780.342796302400529
330208.792572390753776,4156780.379697421099991
330208.616547069628723,4156780.416598543059081
330208.440748634515330,4156780.464595634490252
330208.264723314088769,4156780.501496764831245
330208.088697997271083,4156780.538397898897529
330207.912672679522075,4156780.575299035757780
330207.736193587421440,4156780.590008244849741
330207.551332973176613,4156780.627090052235872
330207.375080773141235,4156780.652895235922188
330207.189766384311952,4156780.667785119265318
330207.004905773617793,4156780.704866938292980
330206.828880465298425,4156780.741768098901957
330206.661690454697236,4156780.778488599695265
330206.494500445376616,4156780.815209105145186
330206.327310439664871,4156780.851929612923414
330206.160120432963595,4156780.888650123029947
330205.984322021598928,4156780.936647268477827
330205.790853012993466,4156780.985005746129900
330205.579486518865451,4156781.022629591636360
330205.394852812518366,4156781.070807414129376
330205.218827515025623,4156781.107708609662950
330205.051864410983399,4156781.155525109265000
330204.884674414701294,4156781.192245644982904
330204.717711311765015,4156781.240062152966857
330204.559583510854281,4156781.287697996944189
330204.392393518937752,4156781.324418545234948
330204.234038828522898,4156781.360958429053426
330204.058013541158289,4156781.397859650664032
330203.899658853420988,4156781.434399541467428
330203.741077271348331,4156781.459843471180648
330203.582949477131478,4156781.507479333318770
330203.415532601415180,4156781.533103935420513
330203.248115724301897,4156781.558728538453579
330203.072090446599759,4156781.595629781018943
330202.904446677071974,4156781.610158427152783
330202.745865100296214,4156781.635602373629808
330202.560550736146979,4156781.650492362212390
330202.410804460989311,4156781.675755648408085
330202.243160693440586,4156781.690284307580441
330202.093641315179411,4156781.726643565576524
330201.925997548911255,4156781.741172231733799
330201.758580681227613,4156781.766796866431832
330201.599772213725373,4156781.781144870445132
330201.423520047566853,4156781.806950180325657
330201.273773777531460,4156781.832213487010449
330201.097294718492776,4156781.846922838594764
330200.947548447642475,4156781.872186152730137
330200.771069387439638,4156781.886895509902388
330200.621550017734990,4156781.923254795838147
330200.454133154125884,4156781.948879457544535
330200.295551591087133,4156781.974323451984674
330200.146032224642113,4156782.010682746302336
330199.987450661195908,4156782.036126745864749
330199.829095997149125,4156782.072666717227548
330199.670741336594801,4156782.109206689521670
330199.512386675050948,4156782.145746666472405
330199.362640415085480,4156782.171010007616132
330199.204285755753517,4156782.207549990154803
